"TEAM"	"POS.RANK"	"PLAYER"	"AGE"	"GP"	"W"	"L"	"MIN"	"PTS"	"FGM"	"FGA"	"FG_PCT"	"2PA"	"2PM"	"FG2_PCT"	"3PA"	"3PM"	"FG3_PCT"	"2PT_ATT_PER"	"3PT_ATT_PER"	"FTM"	"FTA"	"FT_PCT"	"PER_PTS_FT"	"PER_PTS_2P"	"PER_PTS_3P"	"OREB"	"DREB"	"REB"	"AST"	"TOV"	"STL"	"BLK"	"PF"	"FP"	"DD2"	"TD3"	"X..."	"POSITION"	"PLAYER_ID"	"RANK"	"color"	"team_color"
"74"	"BOS"	222	"Carsen Edwards"	22	35	24	11	9	3	1.1	3.2	32.7	1.3	0.5	38.46	1.9	0.6	30.9	40.63	59.37	0.3	0.4	84.6	10	33.33	60	0.2	1.1	1.2	0.6	0.4	0.3	0.1	0.9	6.1	0	0	-1.3	"Guard"	NA	NA	"#7570B3"	"#008348"
"75"	"BOS"	36	"Daniel Theis"	27	58	37	21	23.8	9.3	3.7	6.6	56.5	5.2	3.3	63.46	1.4	0.4	32.1	78.79	21.21	1.4	1.8	76.4	15.05	70.97	12.9	2.2	4.3	6.6	1.6	0.8	0.6	1.3	3.5	24.5	5	0	3.4	"Center"	1628464	155	"#1B9E77"	"#008348"
"76"	"BOS"	34	"Gordon Hayward"	29	45	29	16	33.4	17.3	6.8	13.5	50.2	9.3	5.2	55.91	4.2	1.6	39.2	68.89	31.11	2.1	2.5	84.7	12.14	60.12	27.75	1	5.5	6.5	4.1	1.8	0.8	0.4	1.8	33.2	8	0	6.2	"Forward"	202330	57	"#D95F02"	"#008348"
"77"	"BOS"	241	"Romeo Langford"	20	27	19	8	11	2.6	0.9	2.4	37.5	1.5	0.7	46.67	0.9	0.2	21.7	62.5	37.5	0.6	0.9	69.6	23.08	53.85	23.08	0.5	0.7	1.2	0.2	0.3	0.3	0.2	1.1	5.5	0	0	1.8	"Forward"	NA	NA	"#D95F02"	"#008348"
"78"	"BOS"	230	"Semi Ojeleye"	25	61	41	20	14.6	3.1	1.1	2.6	40.9	1	0.5	50	1.6	0.6	36.7	38.46	61.54	0.4	0.5	89.3	12.9	32.26	58.06	0.4	1.6	2	0.5	0.2	0.3	0.1	1	7.3	0	0	-0.1	"Forward"	1628400	261	"#D95F02"	"#008348"
"79"	"BOS"	224	"Javonte Green"	26	44	30	14	9.4	2.9	1.1	2.2	50	1.7	1	58.82	0.5	0.1	26.1	77.27	22.73	0.5	0.8	63.9	17.24	68.97	10.34	0.4	1.4	1.8	0.5	0.4	0.5	0.2	0.8	7.5	0	0	-0.1	"Guard"	NA	NA	"#7570B3"	"#008348"
"80"	"CHA"	67	"Jalen McDaniels"	22	16	7	9	18.3	5.6	2.1	4.4	47.1	2.9	1.5	51.72	1.5	0.6	37.5	65.91	34.09	0.9	1.1	82.4	16.07	53.57	32.14	0.9	3.1	4.1	0.8	0.7	0.5	0.2	2.3	13	0	0	-1.4	"Center"	NA	NA	"#1B9E77"	"#1d1160"
"81"	"CHA"	216	"Nicolas Batum"	31	22	6	16	23	3.6	1.3	3.7	34.6	1.5	0.7	46.67	2.2	0.6	28.6	40.54	59.46	0.4	0.5	90	11.11	38.89	50	1.1	3.4	4.5	3	1	0.8	0.4	1.9	16	0	0	-2.2	"Forward"	NA	NA	"#D95F02"	"#1d1160"
"82"	"CHA"	30	"Devonte' Graham"	25	63	23	40	35.1	18.2	5.8	15.3	38.2	6	2.3	38.33	9.3	3.5	37.3	39.22	60.78	3	3.7	82	16.48	25.27	57.69	0.7	2.7	3.4	7.5	2.9	1	0.2	1.8	34.2	17	0	-2.9	"Guard"	1628984	48	"#7570B3"	"#1d1160"
"83"	"CHA"	27	"Cody Zeller"	27	58	18	40	23.1	11.1	4.3	8.3	52.4	7	4	57.14	1.3	0.3	24	84.34	15.66	2.1	3.1	68.2	18.92	72.07	8.11	2.8	4.3	7.1	1.5	1.3	0.7	0.4	2.4	23.9	10	0	-3.8	"Center"	203469	115	"#1B9E77"	"#1d1160"
"84"	"CHA"	50	"Bismack Biyombo"	27	53	18	35	19.4	7.4	2.8	5.2	54.3	5.2	2.8	53.85	0	0	0	100	0	1.7	2.8	60.3	22.97	75.68	0	2.3	3.5	5.8	0.9	0.9	0.2	0.9	2.2	18.2	8	0	-2.9	"Center"	202687	194	"#1B9E77"	"#1d1160"
"85"	"CHA"	56	"Miles Bridges"	21	65	23	42	30.7	13	4.9	11.6	42.4	7	3.4	48.57	4.6	1.5	33	60.34	39.66	1.6	2	80.9	12.31	52.31	34.62	1.4	4.2	5.6	1.8	1.5	0.6	0.7	2	24.9	4	0	-6.1	"Forward"	1628970	91	"#D95F02"	"#1d1160"
"86"	"CHA"	174	"Jalen McDaniels"	22	16	7	9	18.3	5.6	2.1	4.4	47.1	2.9	1.5	51.72	1.5	0.6	37.5	65.91	34.09	0.9	1.1	82.4	16.07	53.57	32.14	0.9	3.1	4.1	0.8	0.7	0.5	0.2	2.3	13	0	0	-1.4	"Forward"	NA	NA	"#D95F02"	"#1d1160"
"87"	"CHA"	213	"Nicolas Batum"	31	22	6	16	23	3.6	1.3	3.7	34.6	1.5	0.7	46.67	2.2	0.6	28.6	40.54	59.46	0.4	0.5	90	11.11	38.89	50	1.1	3.4	4.5	3	1	0.8	0.4	1.9	16	0	0	-2.2	"Guard"	NA	NA	"#7570B3"	"#1d1160"
"88"	"CHA"	155	"Willy Hernangomez"	25	31	7	24	12.1	6.1	2.4	4.5	53.2	3.8	2.2	57.89	0.7	0.2	22.7	84.44	15.56	1.2	1.9	62.7	19.67	72.13	9.84	1.4	2.9	4.3	0.9	1	0.3	0.2	1	13.4	2	0	-0.6	"Forward"	NA	NA	"#D95F02"	"#1d1160"
"89"	"CHA"	32	"Terry Rozier"	26	63	21	42	34.4	18	6.3	14.9	42.3	8.2	3.6	43.9	6.7	2.7	40.7	55.03	44.97	2.6	3	87.4	14.44	40	45	0.8	3.6	4.4	4.1	2.2	1	0.2	2	30.6	2	0	-6.3	"Guard"	1626179	50	"#7570B3"	"#1d1160"
"90"	"CHA"	90	"Malik Monk"	22	55	18	37	21.3	10.3	3.9	8.9	43.4	5.2	2.8	53.85	3.7	1.1	28.4	58.43	41.57	1.5	1.8	82	14.56	54.37	32.04	0.5	2.4	2.9	2.1	1.4	0.5	0.3	1.3	17.6	1	0	-4.2	"Guard"	1628370	133	"#7570B3"	"#1d1160"
"91"	"CHA"	161	"Dwayne Bacon"	24	39	10	29	17.6	5.7	2.2	6.3	34.8	4.6	1.7	36.96	1.7	0.5	28.4	73.02	26.98	0.9	1.4	66	15.79	59.65	26.32	0.4	2.2	2.6	1.3	0.9	0.6	0.1	1.3	11.8	0	0	-3.4	"Guard"	NA	NA	"#7570B3"	"#1d1160"
"92"	"CHA"	153	"Caleb Martin"	24	18	6	12	17.6	6.2	2.1	4.7	44	2.6	1	38.46	2.1	1.1	54.1	55.32	44.68	0.9	1.2	81	14.52	32.26	53.23	0.6	1.6	2.1	1.3	0.8	0.7	0.4	1.8	13	0	0	0.3	"Forward"	NA	NA	"#D95F02"	"#1d1160"
"93"	"CHA"	80	"Cody Zeller"	27	58	18	40	23.1	11.1	4.3	8.3	52.4	7	4	57.14	1.3	0.3	24	84.34	15.66	2.1	3.1	68.2	18.92	72.07	8.11	2.8	4.3	7.1	1.5	1.3	0.7	0.4	2.4	23.9	10	0	-3.8	"Forward"	203469	115	"#D95F02"	"#1d1160"
"94"	"CHA"	266	"Joe Chealey"	24	4	1	3	8.4	0.5	0	1.8	0	0.8	0	0	1	0	0	44.44	55.56	0.5	0.5	100	100	0	0	0	0	0	0.3	0.5	1	0	0.5	3.4	0	0	-4.5	"Guard"	NA	NA	"#7570B3"	"#1d1160"
"95"	"CHA"	183	"Cody Martin"	24	48	16	32	18.8	5	1.9	4.3	43	2.7	1.5	55.56	1.6	0.4	23.4	62.79	37.21	0.9	1.4	64.6	18	60	24	0.8	2.5	3.3	2	0.9	0.8	0.2	1.6	14	0	0	-1.4	"Forward"	1628998	241	"#D95F02"	"#1d1160"
"96"	"CHA"	63	"P.J. Washington"	21	58	22	36	30.3	12.2	4.6	10.2	45.5	6.2	3.1	50	4	1.5	37.4	60.78	39.22	1.5	2.3	64.7	12.3	50.82	36.89	1	4.4	5.4	2.1	1.6	0.9	0.8	2.7	25.3	4	0	-3.8	"Forward"	1629023	101	"#D95F02"	"#1d1160"
"97"	"CHA"	59	"Willy Hernangomez"	25	31	7	24	12.1	6.1	2.4	4.5	53.2	3.8	2.2	57.89	0.7	0.2	22.7	84.44	15.56	1.2	1.9	62.7	19.67	72.13	9.84	1.4	2.9	4.3	0.9	1	0.3	0.2	1	13.4	2	0	-0.6	"Center"	NA	NA	"#1B9E77"	"#1d1160"
"98"	"CHA"	169	"Dwayne Bacon"	24	39	10	29	17.6	5.7	2.2	6.3	34.8	4.6	1.7	36.96	1.7	0.5	28.4	73.02	26.98	0.9	1.4	66	15.79	59.65	26.32	0.4	2.2	2.6	1.3	0.9	0.6	0.1	1.3	11.8	0	0	-3.4	"Forward"	NA	NA	"#D95F02"	"#1d1160"
"99"	"CHI"	63	"Luke Kornet"	24	36	11	25	15.5	6	2.3	5.2	43.9	2.2	1.4	63.64	3	0.9	28.7	42.31	57.69	0.6	0.8	71.4	10	46.67	45	0.6	1.7	2.3	0.9	0.4	0.3	0.7	1.5	12.8	0	0	-1.2	"Center"	NA	NA	"#1B9E77"	"#ce1141"
"100"	"CHI"	89	"Thaddeus Young"	31	64	22	42	24.9	10.3	4.2	9.4	44.8	5.9	3	50.85	3.5	1.2	35.6	62.77	37.23	0.7	1.1	58.3	6.8	58.25	34.95	1.5	3.5	4.9	1.8	1.6	1.4	0.4	2.1	22.7	2	0	-3.3	"Forward"	201152	131	"#D95F02"	"#ce1141"
"101"	"CHI"	163	"Luke Kornet"	24	36	11	25	15.5	6	2.3	5.2	43.9	2.2	1.4	63.64	3	0.9	28.7	42.31	57.69	0.6	0.8	71.4	10	46.67	45	0.6	1.7	2.3	0.9	0.4	0.3	0.7	1.5	12.8	0	0	-1.2	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"102"	"CHI"	72	"Daniel Gafford"	21	43	15	28	14.2	5.1	2.2	3.1	70.1	3.1	2.2	70.97	0	0	0	100	0	0.7	1.4	53.3	13.73	86.27	0	1.2	1.3	2.5	0.5	0.7	0.3	1.3	2.3	12.9	0	0	-0.7	"Center"	NA	NA	"#1B9E77"	"#ce1141"
"103"	"CHI"	180	"Daniel Gafford"	21	43	15	28	14.2	5.1	2.2	3.1	70.1	3.1	2.2	70.97	0	0	0	100	0	0.7	1.4	53.3	13.73	86.27	0	1.2	1.3	2.5	0.5	0.7	0.3	1.3	2.3	12.9	0	0	-0.7	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"104"	"CHI"	7	"Zach LaVine"	25	60	20	40	34.8	25.5	9	20	45	11.9	5.9	49.58	8.1	3.1	38	59.5	40.5	4.5	5.6	80.2	17.65	46.27	36.47	0.7	4.1	4.8	4.2	3.4	1.5	0.5	2.2	40	2	0	-3.2	"Forward"	203897	12	"#D95F02"	"#ce1141"
"105"	"CHI"	45	"Lauri Markkanen"	22	50	18	32	29.8	14.7	5	11.8	42.5	5.5	2.8	50.91	6.3	2.2	34.4	46.61	53.39	2.5	3.1	82.4	17.01	38.1	44.9	1.2	5.1	6.3	1.5	1.6	0.8	0.5	1.9	26.8	3	0	-1.4	"Forward"	1628374	78	"#D95F02"	"#ce1141"
"106"	"CHI"	138	"Kris Dunn"	26	51	19	32	24.9	7.3	3	6.7	44.4	4.5	2.4	53.33	2.2	0.6	25.9	67.16	32.84	0.8	1.1	74.1	10.96	65.75	24.66	0.5	3.2	3.6	3.4	1.3	2	0.3	3.1	22.4	0	0	-0.6	"Guard"	1627739	196	"#7570B3"	"#ce1141"
"107"	"CHI"	126	"Chandler Hutchison"	23	28	8	20	18.8	7.8	2.9	6.3	45.7	4.9	2.5	51.02	1.4	0.4	31.6	77.78	22.22	1.6	2.8	59	20.51	64.1	15.38	0.6	3.2	3.9	0.9	1	1	0.3	1.7	16.5	0	0	-5.1	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"108"	"CHI"	82	"Cristiano Felicio"	27	22	6	16	17.5	3.9	1.5	2.5	63	2.4	1.5	62.5	0.1	0	0	96	4	0.8	1	78.3	20.51	76.92	0	2.5	2.1	4.6	0.7	0.8	0.5	0.1	1.5	11.4	0	0	-2.6	"Center"	NA	NA	"#1B9E77"	"#ce1141"
"109"	"CHI"	190	"Ryan Arcidiacono"	25	58	21	37	16	4.5	1.6	3.8	40.9	1.4	0.7	50	2.4	0.9	39.1	36.84	63.16	0.5	0.7	71.1	11.11	31.11	60	0.3	1.6	1.9	1.7	0.6	0.5	0.1	1.7	10.2	0	0	-1.4	"Guard"	1627853	249	"#7570B3"	"#ce1141"
"110"	"CHI"	9	"Zach LaVine"	25	60	20	40	34.8	25.5	9	20	45	11.9	5.9	49.58	8.1	3.1	38	59.5	40.5	4.5	5.6	80.2	17.65	46.27	36.47	0.7	4.1	4.8	4.2	3.4	1.5	0.5	2.2	40	2	0	-3.2	"Guard"	203897	12	"#7570B3"	"#ce1141"
"111"	"CHI"	143	"Denzel Valentine"	26	36	12	24	13.6	6.8	2.7	6.6	40.9	2.8	1.4	50	3.8	1.3	33.6	42.42	57.58	0.2	0.2	75	2.94	41.18	57.35	0.3	1.8	2.1	1.2	0.7	0.7	0.2	1.4	13	0	0	-1.1	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"112"	"CHI"	97	"Tomas Satoransky"	28	65	22	43	28.9	9.9	3.6	8.5	43	5.4	2.6	48.15	3.1	1	32.2	63.53	36.47	1.6	1.9	87.6	16.16	52.53	30.3	1.2	2.7	3.9	5.4	2	1.2	0.1	2.1	24.8	3	0	-1.1	"Guard"	203107	143	"#7570B3"	"#ce1141"
"113"	"CHI"	72	"Otto Porter Jr."	26	14	5	9	23.6	11.9	4.4	10	44.3	5.6	2.7	48.21	4.4	1.7	38.7	56	44	1.4	1.9	70.4	11.76	45.38	42.86	0.9	2.5	3.4	1.8	0.8	1.1	0.4	2.2	22.4	0	0	1.9	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"114"	"CHI"	19	"Lauri Markkanen"	22	50	18	32	29.8	14.7	5	11.8	42.5	5.5	2.8	50.91	6.3	2.2	34.4	46.61	53.39	2.5	3.1	82.4	17.01	38.1	44.9	1.2	5.1	6.3	1.5	1.6	0.8	0.5	1.9	26.8	3	0	-1.4	"Center"	1628374	78	"#1B9E77"	"#ce1141"
"115"	"CHI"	177	"Shaquille Harrison"	26	43	14	29	11.3	4.9	1.8	3.8	46.7	2.8	1.4	50	1	0.4	38.1	73.68	26.32	0.9	1.2	78	18.37	57.14	24.49	0.5	1.5	2	1.1	0.4	0.8	0.4	1.3	12.2	1	0	1.4	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"116"	"CHI"	211	"Cristiano Felicio"	27	22	6	16	17.5	3.9	1.5	2.5	63	2.4	1.5	62.5	0.1	0	0	96	4	0.8	1	78.3	20.51	76.92	0	2.5	2.1	4.6	0.7	0.8	0.5	0.1	1.5	11.4	0	0	-2.6	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"117"	"CHI"	59	"Coby White"	20	65	22	43	25.8	13.2	4.8	12.2	39.4	6.4	2.8	43.75	5.8	2	35.4	52.46	47.54	1.6	2	79.1	12.12	42.42	45.45	0.4	3.1	3.5	2.7	1.7	0.8	0.1	1.8	22.4	0	0	-2.5	"Guard"	1629632	88	"#7570B3"	"#ce1141"
"118"	"CHI"	79	"Wendell Carter Jr."	20	43	15	28	29.2	11.3	4.3	8	53.4	7.3	4.2	57.53	0.7	0.1	20.7	91.25	8.75	2.6	3.5	73.7	23.01	74.34	2.65	3.2	6.2	9.4	1.2	1.7	0.8	0.8	3.8	27.5	17	0	-0.7	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"119"	"CHI"	228	"Max Strus"	23	2	0	2	3.1	2.5	1	1.5	66.7	1	1	100	0.5	0	0	66.67	33.33	0.5	0.5	100	20	80	0	0.5	0	0.5	0	0	0	0	0.5	3.1	0	0	7.5	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"120"	"CHI"	242	"Max Strus"	23	2	0	2	3.1	2.5	1	1.5	66.7	1	1	100	0.5	0	0	66.67	33.33	0.5	0.5	100	20	80	0	0.5	0	0.5	0	0	0	0	0.5	3.1	0	0	7.5	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"121"	"CHI"	128	"Chandler Hutchison"	23	28	8	20	18.8	7.8	2.9	6.3	45.7	4.9	2.5	51.02	1.4	0.4	31.6	77.78	22.22	1.6	2.8	59	20.51	64.1	15.38	0.6	3.2	3.9	0.9	1	1	0.3	1.7	16.5	0	0	-5.1	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"122"	"CHI"	26	"Wendell Carter Jr."	20	43	15	28	29.2	11.3	4.3	8	53.4	7.3	4.2	57.53	0.7	0.1	20.7	91.25	8.75	2.6	3.5	73.7	23.01	74.34	2.65	3.2	6.2	9.4	1.2	1.7	0.8	0.8	3.8	27.5	17	0	-0.7	"Center"	NA	NA	"#1B9E77"	"#ce1141"
"123"	"CHI"	223	"Adam Mokoka"	21	11	3	8	10.2	2.9	1.1	2.5	42.9	1.1	0.6	54.55	1.4	0.5	40	44	56	0.2	0.4	50	6.9	41.38	51.72	0.6	0.3	0.9	0.4	0.2	0.4	0	1.5	5.5	0	0	4.5	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"124"	"CLE"	32	"Larry Nance Jr."	27	56	16	40	26.3	10.1	4.1	7.7	53.1	4.9	3.1	63.27	2.8	1	35.2	63.64	36.36	0.9	1.3	67.6	8.91	61.39	29.7	1.9	5.4	7.3	2.2	1.1	1	0.4	1.6	25.2	12	0	-2.8	"Center"	1626204	140	"#1B9E77"	"#860038"
"125"	"CLE"	92	"Dean Wade"	23	12	1	11	6	1.7	0.8	1.1	69.2	0.8	0.6	75	0.3	0.2	50	72.73	27.27	0	0.1	0	0	70.59	35.29	0.3	1.3	1.6	0.2	0.3	0.2	0.3	0.7	5.1	0	0	-0.8	"Center"	NA	NA	"#1B9E77"	"#860038"
"126"	"CLE"	96	"Kevin Porter Jr."	19	50	15	35	23.2	10	3.7	8.4	44.2	5.2	2.6	50	3.2	1.1	33.5	61.9	38.1	1.5	2	72.3	15	52	33	0.4	2.8	3.2	2.2	1.9	0.9	0.3	2.7	18.9	0	0	-5.8	"Guard"	1629645	142	"#7570B3"	"#860038"
"127"	"CLE"	68	"Darius Garland"	20	59	17	42	30.9	12.3	4.7	11.8	40.1	6.8	2.9	42.65	5	1.8	35.5	57.63	42.37	1.1	1.2	87.5	8.94	47.15	43.9	0.5	1.4	1.9	3.9	2.6	0.7	0.1	1.6	20.2	1	0	-5	"Guard"	1629636	100	"#7570B3"	"#860038"
"128"	"CLE"	220	"Matthew Dellavedova"	29	57	17	40	14.4	3.1	1.1	3.1	35.4	1.5	0.7	46.67	1.6	0.4	23.1	48.39	51.61	0.6	0.6	86.5	19.35	45.16	38.71	0.3	1	1.3	3.2	1	0.4	0	1.4	9.5	1	0	-0.2	"Guard"	203521	262	"#7570B3"	"#860038"
"129"	"CLE"	98	"Marques Bolden"	21	1	0	1	2.8	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	2	2	0	0	1	0	1	5.4	0	0	4	"Center"	NA	NA	"#1B9E77"	"#860038"
"130"	"CLE"	189	"Dante Exum"	24	35	10	25	13.9	4.5	1.6	3.4	47.1	2.2	1.2	54.55	1.2	0.4	34.9	64.71	35.29	0.9	1.2	74.4	20	53.33	26.67	0.3	1.6	1.9	1.1	0.9	0.4	0.2	1.1	9.5	0	0	-3.1	"Guard"	NA	NA	"#7570B3"	"#860038"
"131"	"CLE"	81	"Cedi Osman"	24	65	19	46	29.4	11	4.1	9.4	43.7	4.5	2.2	48.89	4.9	1.9	38.3	47.87	52.13	1	1.4	67	9.09	40	51.82	0.6	3	3.6	2.4	1.4	0.8	0.2	2.5	20.7	2	0	-5.4	"Forward"	1626224	116	"#D95F02"	"#860038"
"132"	"CLE"	95	"Larry Nance Jr."	27	56	16	40	26.3	10.1	4.1	7.7	53.1	4.9	3.1	63.27	2.8	1	35.2	63.64	36.36	0.9	1.3	67.6	8.91	61.39	29.7	1.9	5.4	7.3	2.2	1.1	1	0.4	1.6	25.2	12	0	-2.8	"Forward"	1626204	140	"#D95F02"	"#860038"
"133"	"CLE"	32	"Kevin Love"	31	56	16	40	31.8	17.6	5.8	13	45	6	3.2	53.33	7	2.6	37.4	46.15	53.85	3.3	3.9	85.4	18.75	36.36	44.32	1	8.8	9.8	3.2	2.5	0.6	0.3	1.6	34.4	23	0	-4.8	"Forward"	201567	54	"#D95F02"	"#860038"
"134"	"CLE"	195	"Alfonzo McKinnie"	27	40	11	29	14.8	4.6	1.8	4.3	42.7	2.7	1.4	51.85	1.6	0.4	21.5	62.79	37.21	0.6	0.8	71	13.04	60.87	26.09	0.9	1.9	2.8	0.4	0.7	0.6	0.2	1.8	10.1	1	0	-2.3	"Forward"	NA	NA	"#D95F02"	"#860038"
"135"	"CLE"	266	"Matt Mooney"	23	4	0	4	4.7	0.5	0.3	1	25	0.5	0.3	60	0.5	0	0	50	50	0	0	0	0	120	0	0	0.8	0.8	0.3	0	0.5	0.3	0.3	4	0	0	1.8	"Guard"	NA	NA	"#7570B3"	"#860038"
"136"	"CLE"	13	"Kevin Love"	31	56	16	40	31.8	17.6	5.8	13	45	6	3.2	53.33	7	2.6	37.4	46.15	53.85	3.3	3.9	85.4	18.75	36.36	44.32	1	8.8	9.8	3.2	2.5	0.6	0.3	1.6	34.4	23	0	-4.8	"Center"	201567	54	"#1B9E77"	"#860038"
"137"	"CLE"	97	"Kevin Porter Jr."	19	50	15	35	23.2	10	3.7	8.4	44.2	5.2	2.6	50	3.2	1.1	33.5	61.9	38.1	1.5	2	72.3	15	52	33	0.4	2.8	3.2	2.2	1.9	0.9	0.3	2.7	18.9	0	0	-5.8	"Forward"	1629645	142	"#D95F02"	"#860038"
"138"	"CLE"	259	"Tyler Cook"	22	11	3	8	3.2	1.7	0.6	0.9	70	0.9	0.6	66.67	0	0	0	100	0	0.5	0.5	83.3	29.41	70.59	0	0.4	0.5	0.9	0.1	0.1	0.1	0	0.4	3.1	0	0	-1.3	"Forward"	NA	NA	"#D95F02"	"#860038"
"139"	"CLE"	237	"Malik Newman"	23	1	0	1	3.7	2	0	2	0	1	0	0	1	0	0	50	50	2	2	100	100	0	0	0	0	0	0	1	0	0	0	1	0	0	-3	"Guard"	NA	NA	"#7570B3"	"#860038"
"140"	"CLE"	270	"J.P. Macura"	24	1	1	0	0.6	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	3	"Guard"	NA	NA	"#7570B3"	"#860038"
"141"	"CLE"	260	"Dean Wade"	23	12	1	11	6	1.7	0.8	1.1	69.2	0.8	0.6	75	0.3	0.2	50	72.73	27.27	0	0.1	0	0	70.59	35.29	0.3	1.3	1.6	0.2	0.3	0.2	0.3	0.7	5.1	0	0	-0.8	"Forward"	NA	NA	"#D95F02"	"#860038"
"142"	"CLE"	70	"Tristan Thompson"	29	57	19	38	30.2	12	5.1	9.9	51.2	9.5	4.9	51.58	0.4	0.2	39.1	95.96	4.04	1.7	2.8	61.5	14.17	81.67	5	4	6.2	10.1	2.1	1.8	0.6	0.9	2.2	29.9	25	0	-6.6	"Forward"	202684	107	"#D95F02"	"#860038"
"143"	"CLE"	23	"Tristan Thompson"	29	57	19	38	30.2	12	5.1	9.9	51.2	9.5	4.9	51.58	0.4	0.2	39.1	95.96	4.04	1.7	2.8	61.5	14.17	81.67	5	4	6.2	10.1	2.1	1.8	0.6	0.9	2.2	29.9	25	0	-6.6	"Center"	202684	107	"#1B9E77"	"#860038"
"144"	"CLE"	12	"Andre Drummond"	26	57	21	36	33	17.7	7.3	13.8	53.3	13.2	7.2	54.55	0.6	0.1	14.3	95.65	4.35	3	5.2	57.5	16.95	81.36	1.69	4.4	10.8	15.2	2.7	3.6	1.9	1.6	3.5	47	47	0	-3.4	"Center"	NA	NA	"#1B9E77"	"#860038"
"145"	"CLE"	79	"Ante Zizic"	23	22	4	18	10	4.4	1.9	3.3	56.9	3.3	1.9	57.58	0	0	0	100	0	0.6	0.9	73.7	13.64	86.36	0	0.8	2.2	3	0.3	0.5	0.3	0.2	1.2	9.6	1	0	0.6	"Center"	NA	NA	"#1B9E77"	"#860038"
"146"	"CLE"	17	"Collin Sexton"	21	65	19	46	33	20.8	7.9	16.7	47.2	12.8	6.4	50	3.9	1.5	38	76.65	23.35	3.5	4.1	84.6	16.83	61.54	21.63	0.9	2.2	3.1	3	2.4	1	0.1	2.2	29.8	0	0	-6.1	"Guard"	1629012	23	"#7570B3"	"#860038"
"147"	"DAL"	110	"Maxi Kleber"	28	66	39	27	25.7	9.2	3.2	7.1	45.9	2.8	1.6	57.14	4.3	1.6	37.4	39.44	60.56	1	1.2	86.3	10.87	34.78	52.17	1.5	3.9	5.4	1.2	0.7	0.3	1.2	2.3	21.1	2	0	1.9	"Forward"	1628467	159	"#D95F02"	"#007dc5"
"148"	"DAL"	207	"Ryan Broekhoff"	29	17	10	7	10.6	4.2	1.3	3.5	37.3	0.5	0.1	20	3	1.2	39.2	14.29	85.71	0.4	0.5	87.5	9.52	4.76	85.71	0.3	2.2	2.5	0.6	0.4	0.3	0.2	0.9	9.4	0	0	0.5	"Forward"	NA	NA	"#D95F02"	"#007dc5"
"149"	"DAL"	246	"Michael Kidd-Gilchrist"	26	21	10	11	11	2.5	0.9	2.9	31.7	1.9	0.7	36.84	1	0.2	25	65.52	34.48	0.4	0.5	81.8	16	56	24	0.6	2	2.6	0.6	0.6	0.1	0.2	1.5	6.9	0	0	0.1	"Forward"	NA	NA	"#D95F02"	"#007dc5"
"150"	"DAL"	270	"Josh Reaves"	22	2	1	1	0.7	0	0	0.5	0	0.5	0	0	0	0	0	100	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	-2.5	"Guard"	NA	NA	"#7570B3"	"#007dc5"
"151"	"DAL"	2	"Luka Doncic"	21	54	34	20	33.3	28.7	9.5	20.6	46.1	11.5	6.6	57.39	9.1	2.9	31.8	55.83	44.17	6.8	9.1	75.2	23.69	45.99	30.31	1.3	8	9.3	8.7	4.2	1.1	0.2	2.5	52.5	34	14	4.8	"Forward"	1629029	6	"#D95F02"	"#007dc5"
"152"	"DAL"	7	"Kristaps Porzingis"	24	51	30	21	31.3	19.2	6.6	15.8	42	8.7	4.1	47.13	7.1	2.5	34.9	55.06	44.94	3.5	4.5	77.6	18.23	42.71	39.06	1.7	7.7	9.5	1.7	1.6	0.7	2.1	3.1	39.9	23	0	5.8	"Center"	204001	37	"#1B9E77"	"#007dc5"
"153"	"DAL"	41	"Tim Hardaway Jr."	28	63	38	25	28.8	15.8	5.5	12.6	43.7	5.4	2.6	48.15	7.2	2.9	40.7	42.86	57.14	1.9	2.4	80.1	12.03	32.91	55.06	0.4	2.8	3.1	2	1	0.6	0.1	1.7	23.7	0	0	5.4	"Guard"	203501	65	"#7570B3"	"#007dc5"
"154"	"DAL"	105	"Dorian Finney-Smith"	26	64	38	26	29.7	9.3	3.3	7.1	46.8	3	1.8	60	4.1	1.5	37.4	42.25	57.75	1.1	1.5	72.2	11.83	38.71	48.39	2	3.5	5.5	1.5	1	0.7	0.6	2.4	21	3	0	4.2	"Forward"	1627827	154	"#D95F02"	"#007dc5"
