"TEAM"	"POS.RANK"	"PLAYER"	"AGE"	"GP"	"W"	"L"	"MIN"	"PTS"	"FGM"	"FGA"	"FG_PCT"	"2PA"	"2PM"	"FG2_PCT"	"3PA"	"3PM"	"FG3_PCT"	"2PT_ATT_PER"	"3PT_ATT_PER"	"FTM"	"FTA"	"FT_PCT"	"PER_PTS_FT"	"PER_PTS_2P"	"PER_PTS_3P"	"OREB"	"DREB"	"REB"	"AST"	"TOV"	"STL"	"BLK"	"PF"	"FP"	"DD2"	"TD3"	"X..."	"POSITION"	"PLAYER_ID"	"RANK"	"color"	"team_color"
"155"	"DAL"	52	"Willie Cauley-Stein"	26	54	16	38	20.3	7.2	3.2	5.6	57.9	5.6	3.2	57.14	0	0	0	100	0	0.7	1.2	60.6	9.72	88.89	0	1.6	4.3	5.8	1.3	0.7	0.9	1.1	2.2	21.5	3	0	-2.4	"Center"	1626161	199	"#1B9E77"	"#007dc5"
"156"	"DAL"	5	"Luka Doncic"	21	54	34	20	33.3	28.7	9.5	20.6	46.1	11.5	6.6	57.39	9.1	2.9	31.8	55.83	44.17	6.8	9.1	75.2	23.69	45.99	30.31	1.3	8	9.3	8.7	4.2	1.1	0.2	2.5	52.5	34	14	4.8	"Guard"	1629029	6	"#7570B3"	"#007dc5"
"157"	"DAL"	200	"Ryan Broekhoff"	29	17	10	7	10.6	4.2	1.3	3.5	37.3	0.5	0.1	20	3	1.2	39.2	14.29	85.71	0.4	0.5	87.5	9.52	4.76	85.71	0.3	2.2	2.5	0.6	0.4	0.3	0.2	0.9	9.4	0	0	0.5	"Guard"	NA	NA	"#7570B3"	"#007dc5"
"158"	"DAL"	287	"Josh Reaves"	22	2	1	1	0.7	0	0	0.5	0	0.5	0	0	0	0	0	100	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	-2.5	"Forward"	NA	NA	"#D95F02"	"#007dc5"
"159"	"DAL"	192	"Courtney Lee"	34	24	15	9	14.4	4.5	1.7	3.4	48.8	1.4	0.8	57.14	2	0.9	44.7	41.18	58.82	0.3	0.3	85.7	6.67	35.56	60	0.3	1	1.3	0.5	0.5	0.8	0.3	1.4	9.4	0	0	1.6	"Guard"	NA	NA	"#7570B3"	"#007dc5"
"160"	"DAL"	35	"Dwight Powell"	28	40	25	15	26.5	9.4	3.7	5.7	63.8	4.7	3.4	72.34	1	0.3	25.6	82.46	17.54	1.9	2.8	66.7	20.21	72.34	9.57	1.9	3.8	5.7	1.5	0.9	0.9	0.6	2.6	21.7	1	0	4.9	"Center"	NA	NA	"#1B9E77"	"#007dc5"
"161"	"DAL"	140	"Delon Wright"	27	65	39	26	21.7	7.3	2.8	5.9	47	4.1	2.1	51.22	1.8	0.7	38.5	69.49	30.51	1.1	1.4	78.9	15.07	57.53	28.77	1	3	4	3.4	1	1.2	0.3	1.3	20.6	1	0	0.7	"Guard"	1626153	198	"#7570B3"	"#007dc5"
"162"	"DAL"	24	"Kristaps Porzingis"	24	51	30	21	31.3	19.2	6.6	15.8	42	8.7	4.1	47.13	7.1	2.5	34.9	55.06	44.94	3.5	4.5	77.6	18.23	42.71	39.06	1.7	7.7	9.5	1.7	1.6	0.7	2.1	3.1	39.9	23	0	5.8	"Forward"	204001	37	"#D95F02"	"#007dc5"
"163"	"DAL"	64	"Seth Curry"	29	59	36	23	24.5	12.6	4.5	9	50	3.9	2.2	56.41	5.1	2.3	45.3	43.33	56.67	1.3	1.5	84.1	10.32	34.92	54.76	0.4	1.9	2.4	2	1	0.6	0.1	1.7	19.6	0	0	3.2	"Guard"	203552	95	"#7570B3"	"#007dc5"
"164"	"DAL"	123	"Jalen Brunson"	23	57	34	23	17.9	8.2	3.2	6.8	46.6	4.7	2.4	51.06	2.1	0.8	35.8	69.12	30.88	1.1	1.3	81.3	13.41	58.54	29.27	0.4	2	2.4	3.3	1.2	0.4	0.1	1.3	16.2	2	0	3	"Guard"	1628973	176	"#7570B3"	"#007dc5"
"165"	"DAL"	58	"Boban Marjanovic"	31	37	19	18	9.1	6.3	2.6	4.7	55.5	4.3	2.5	58.14	0.4	0.1	26.7	91.49	8.51	1	1.3	76.6	15.87	79.37	4.76	1.4	2.7	4.1	0.4	0.7	0.2	0.2	1.3	12.2	5	0	1.6	"Center"	NA	NA	"#1B9E77"	"#007dc5"
"166"	"DAL"	104	"Dwight Powell"	28	40	25	15	26.5	9.4	3.7	5.7	63.8	4.7	3.4	72.34	1	0.3	25.6	82.46	17.54	1.9	2.8	66.7	20.21	72.34	9.57	1.9	3.8	5.7	1.5	0.9	0.9	0.6	2.6	21.7	1	0	4.9	"Forward"	NA	NA	"#D95F02"	"#007dc5"
"167"	"DAL"	172	"Justin Jackson"	24	58	36	22	16	5.7	2.1	5.4	39.9	2.8	1.3	46.43	2.6	0.8	29.8	51.85	48.15	0.6	0.8	81.8	10.53	45.61	42.11	0.5	2	2.4	0.8	0.2	0.2	0.2	1	10.8	0	0	0.2	"Forward"	1628382	229	"#D95F02"	"#007dc5"
"168"	"DAL"	39	"Tim Hardaway Jr."	28	63	38	25	28.8	15.8	5.5	12.6	43.7	5.4	2.6	48.15	7.2	2.9	40.7	42.86	57.14	1.9	2.4	80.1	12.03	32.91	55.06	0.4	2.8	3.1	2	1	0.6	0.1	1.7	23.7	0	0	5.4	"Forward"	203501	65	"#D95F02"	"#007dc5"
"169"	"DAL"	261	"Antonius Cleveland"	26	6	4	2	3.7	0.8	0.3	1	33.3	0.8	0.3	37.5	0.2	0	0	80	20	0.2	0.3	50	25	75	0	0	0.5	0.5	0	0.2	0.2	0.2	0.3	2.3	0	0	-1.8	"Guard"	NA	NA	"#7570B3"	"#007dc5"
"170"	"DAL"	133	"J.J. Barea"	35	26	13	13	15	7.5	2.8	6.9	41.3	4	1.7	42.5	2.9	1.1	38.2	57.97	42.03	0.7	0.7	94.4	9.33	45.33	44	0.4	1.5	1.8	3.8	1.3	0.2	0.1	1	14.7	0	0	1.5	"Guard"	NA	NA	"#7570B3"	"#007dc5"
"171"	"DEN"	69	"Paul Millsap"	35	44	27	17	24.4	12	4.3	8.8	48.6	6.3	3.2	50.79	2.5	1.1	44	71.59	28.41	2.4	2.9	83.3	20	53.33	27.5	2	3.9	5.9	1.6	1.4	0.9	0.6	2.9	24.6	5	0	5.4	"Forward"	NA	NA	"#D95F02"	"#4d90cd"
"172"	"DEN"	273	"Vlatko Cancar"	22	14	7	7	3.2	1.2	0.4	1.1	40	0.7	0.3	42.86	0.4	0.1	16.7	63.64	36.36	0.3	0.3	100	25	50	25	0.4	0.4	0.7	0.2	0.2	0.1	0.1	0.5	2.6	0	0	-0.6	"Forward"	NA	NA	"#D95F02"	"#4d90cd"
"173"	"DEN"	209	"PJ Dozier"	23	21	15	6	11.1	4.1	1.7	4.3	39.6	3	1.4	46.67	1.3	0.3	25	69.77	30.23	0.3	0.5	63.6	7.32	68.29	21.95	0.2	1.2	1.4	1.4	0.5	0.3	0.2	1.3	9.1	0	0	-0.5	"Forward"	NA	NA	"#D95F02"	"#4d90cd"
"174"	"DEN"	53	"Mason Plumlee"	30	53	35	18	17	7.2	2.9	4.7	61.7	4.6	2.9	63.04	0.1	0	0	97.87	2.13	1.4	2.6	53.6	19.44	80.56	0	1.7	3.6	5.3	2.4	1.4	0.5	0.6	2.4	19.2	2	0	-0.2	"Center"	203486	201	"#1B9E77"	"#4d90cd"
"175"	"DEN"	202	"Troy Daniels"	28	42	32	10	10.9	4.1	1.5	3.8	39	1.1	0.5	45.45	2.7	1	35.4	28.95	71.05	0.2	0.4	62.5	4.88	24.39	73.17	0.3	0.8	1.1	0.3	0.2	0.2	0.1	0.7	6.5	0	0	0	"Guard"	NA	NA	"#7570B3"	"#4d90cd"
"176"	"DEN"	136	"Mason Plumlee"	30	53	35	18	17	7.2	2.9	4.7	61.7	4.6	2.9	63.04	0.1	0	0	97.87	2.13	1.4	2.6	53.6	19.44	80.56	0	1.7	3.6	5.3	2.4	1.4	0.5	0.6	2.4	19.2	2	0	-0.2	"Forward"	203486	201	"#D95F02"	"#4d90cd"
"177"	"DEN"	134	"Michael Porter Jr."	21	48	33	15	14	7.5	2.9	5.9	49.5	3.8	2	52.63	2.1	0.9	42.2	64.41	35.59	0.7	0.9	76.7	9.33	53.33	36	1.1	3	4.1	0.7	0.7	0.4	0.4	1.6	15.2	5	0	0.2	"Forward"	1629008	192	"#D95F02"	"#4d90cd"
"178"	"DEN"	182	"Torrey Craig"	29	50	35	15	17.4	5	1.9	4.2	46.2	2	1.2	60	2.2	0.7	33	47.62	52.38	0.4	0.6	64.5	8	48	42	1	2.2	3.1	0.7	0.4	0.4	0.6	2.2	12.3	2	0	-2.8	"Forward"	1628470	240	"#D95F02"	"#4d90cd"
"179"	"DEN"	27	"Jamal Murray"	23	55	37	18	32.8	18.8	7	15.4	45.5	9.9	5.1	51.52	5.5	1.9	34.5	64.29	35.71	2.9	3.2	89.3	15.43	54.26	30.32	0.8	3.2	3.9	4.8	2.3	1.2	0.3	1.8	32.9	2	0	4.5	"Guard"	1627750	42	"#7570B3"	"#4d90cd"
"180"	"DEN"	87	"Gary Harris"	25	56	37	19	31.8	10.4	3.9	9.3	42	5.5	2.6	47.27	3.8	1.3	33.3	59.14	40.86	1.3	1.6	81.5	12.5	50	37.5	0.5	2.4	2.9	2.1	1.1	1.4	0.3	2.1	20.8	0	0	2.2	"Guard"	203914	128	"#7570B3"	"#4d90cd"
"181"	"DEN"	212	"Noah Vonleh"	24	33	13	20	11	3.8	1.5	2.7	56.2	2.2	1.4	63.64	0.5	0.1	20	81.48	18.52	0.7	0.9	80	18.42	73.68	7.89	1.1	2.6	3.7	0.8	0.6	0.3	0.2	1.2	10.5	0	0	-1.6	"Forward"	NA	NA	"#D95F02"	"#4d90cd"
"182"	"DEN"	4	"Nikola Jokic"	25	65	43	22	32.3	20.2	7.9	14.9	52.8	11.4	6.8	59.65	3.5	1.1	31.4	76.51	23.49	3.4	4.1	81.3	16.83	67.33	16.34	2.4	7.8	10.2	6.9	3.1	1.2	0.7	3.1	45.2	39	12	3.8	"Center"	203999	29	"#1B9E77"	"#4d90cd"
"183"	"DEN"	48	"Will Barton"	29	58	38	20	33	15.1	5.7	12.7	45	7.7	3.8	49.35	5	1.9	37.5	60.63	39.37	1.8	2.3	76.7	11.92	50.33	37.75	1.3	5	6.3	3.7	1.5	1.1	0.5	2.1	31.2	7	0	4.2	"Guard"	203115	73	"#7570B3"	"#4d90cd"
"184"	"DEN"	76	"Jerami Grant"	26	64	42	22	26.2	11.6	4.1	8.7	47.1	5.3	2.7	50.94	3.4	1.4	40	60.92	39.08	2	2.7	74.4	17.24	46.55	36.21	0.8	2.7	3.5	1.2	0.9	0.7	0.8	2.2	21.3	0	0	-1.2	"Forward"	203924	112	"#D95F02"	"#4d90cd"
"185"	"DEN"	119	"Monte Morris"	24	65	43	22	21.6	8.4	3.4	7.4	45.9	5.2	2.6	50	2.2	0.8	37.5	70.27	29.73	0.8	1	82.3	9.52	61.9	28.57	0.3	1.4	1.7	3.5	0.7	0.8	0.2	1	18.3	0	0	1	"Guard"	1628420	171	"#7570B3"	"#4d90cd"
"186"	"DEN"	144	"Keita Bates-Diop"	24	39	10	29	17.1	6.6	2.3	5.3	42.8	2.9	1.5	51.72	2.4	0.8	33	54.72	45.28	1.3	1.8	71	19.7	45.45	36.36	0.5	2.3	2.9	0.8	0.4	0.4	0.5	1	13.8	0	0	-4.1	"Forward"	NA	NA	"#D95F02"	"#4d90cd"
"187"	"DEN"	203	"PJ Dozier"	23	21	15	6	11.1	4.1	1.7	4.3	39.6	3	1.4	46.67	1.3	0.3	25	69.77	30.23	0.3	0.5	63.6	7.32	68.29	21.95	0.2	1.2	1.4	1.4	0.5	0.3	0.2	1.3	9.1	0	0	-0.5	"Guard"	NA	NA	"#7570B3"	"#4d90cd"
"188"	"DET"	137	"Brandon Knight"	28	25	4	21	18.5	7.3	2.4	6.7	35.3	1.5	0.6	40	5.2	1.8	34.4	22.39	77.61	0.8	1.4	58.8	10.96	16.44	73.97	0.2	1.5	1.6	2.8	1.5	0.4	0.1	1.6	13.5	0	0	-2.8	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"189"	"DET"	74	"Thon Maker"	23	60	20	40	12.9	4.7	1.6	3.2	48.2	2.1	1.2	57.14	1.1	0.4	34.4	65.62	34.38	1.2	1.8	66.4	25.53	51.06	25.53	0.9	1.9	2.8	0.7	0.8	0.4	0.7	1.7	11.5	2	0	-2.4	"Center"	1627748	244	"#1B9E77"	"#ed174c"
"190"	"DET"	69	"John Henson"	29	40	8	32	15	5.5	2.4	4.3	55.6	3.4	2.2	64.71	0.9	0.2	22.2	79.07	20.93	0.6	1.2	50	10.91	80	10.91	1.2	2.9	4.1	1.4	0.9	0.6	1.1	2	16.5	1	0	-0.5	"Center"	NA	NA	"#1B9E77"	"#ed174c"
"191"	"DET"	148	"Sekou Doumbouya"	19	38	10	28	19.8	6.4	2.4	6.2	39	3.6	1.7	47.22	2.6	0.7	28.6	58.06	41.94	0.8	1.2	67.4	12.5	53.12	32.81	0.5	2.6	3.1	0.5	0.9	0.5	0.2	2.1	12.2	2	0	-4.6	"Forward"	NA	NA	"#D95F02"	"#ed174c"
"192"	"DET"	41	"Blake Griffin"	31	18	8	10	28.5	15.5	4.9	13.9	35.2	7.7	3.4	44.16	6.2	1.5	24.3	55.4	44.6	4.2	5.4	77.6	27.1	43.87	29.03	0.9	3.7	4.7	3.3	2.2	0.4	0.4	1.5	26.1	2	0	-1.4	"Forward"	NA	NA	"#D95F02"	"#ed174c"
"193"	"DET"	89	"Langston Galloway"	28	66	20	46	25.8	10.3	3.6	8.2	43.5	3.2	1.6	50	5	2	39.9	39.02	60.98	1.1	1.3	85.9	10.68	31.07	58.25	0.5	1.8	2.3	1.5	0.6	0.7	0.2	1.5	17.3	0	0	-2.2	"Guard"	204038	132	"#7570B3"	"#ed174c"
"194"	"DET"	264	"Donta Hall"	22	4	1	3	12	1.5	0.3	1	25	1	0.3	30	0	0	0	100	0	1	1.5	66.7	66.67	40	0	1.5	2.3	3.8	0.5	0.5	0.3	0.3	2.3	7.8	0	0	-6.8	"Forward"	NA	NA	"#D95F02"	"#ed174c"
"195"	"DET"	31	"Derrick Rose"	31	50	17	33	26	18.1	7.4	15.1	49	12.2	6.5	53.28	2.9	0.9	30.6	80.79	19.21	2.4	2.8	87.1	13.26	71.82	14.92	0.5	1.9	2.4	5.6	2.5	0.8	0.3	1	30.2	4	0	-1.7	"Guard"	201565	49	"#7570B3"	"#ed174c"
"196"	"DET"	188	"Thon Maker"	23	60	20	40	12.9	4.7	1.6	3.2	48.2	2.1	1.2	57.14	1.1	0.4	34.4	65.62	34.38	1.2	1.8	66.4	25.53	51.06	25.53	0.9	1.9	2.8	0.7	0.8	0.4	0.7	1.7	11.5	2	0	-2.4	"Forward"	1627748	244	"#D95F02"	"#ed174c"
"197"	"DET"	112	"Svi Mykhailiuk"	22	56	17	39	22.6	9	3	7.2	41	2.1	0.9	42.86	5.1	2.1	40.4	29.17	70.83	1	1.3	81.4	11.11	20	70	0.3	1.6	1.9	1.9	1.1	0.7	0.1	1.6	15.4	0	0	-0.1	"Forward"	1629004	160	"#D95F02"	"#ed174c"
"198"	"DET"	253	"Louis King"	20	10	3	7	6.2	2	0.8	2.1	38.1	1	0.4	40	1.1	0.4	36.4	47.62	52.38	0	0.3	0	0	40	60	0.1	0.9	1	0.5	0.2	0.2	0	1	4.4	0	0	1.9	"Forward"	NA	NA	"#D95F02"	"#ed174c"
"199"	"DET"	235	"Khyri Thomas"	23	8	2	6	7.7	2.1	0.6	2.1	29.4	0.3	0	0	1.8	0.6	35.7	14.29	85.71	0.3	0.5	50	14.29	0	85.71	0.1	0	0.1	0.4	0.4	0.4	0	1.1	3.6	0	0	-4.5	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"200"	"DET"	236	"Derrick Walton Jr."	24	26	15	11	9.6	2	0.7	1.5	46.2	0.6	0.3	50	0.9	0.4	41.7	40	60	0.3	0.3	77.8	15	30	60	0.1	0.5	0.6	1	0.2	0.3	0	0.8	5	0	0	-0.3	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"201"	"DET"	126	"Tony Snell"	28	59	18	41	27.8	8	2.9	6.5	44.5	2.2	1.2	54.55	4.3	1.7	40.2	33.85	66.15	0.5	0.5	100	6.25	30	63.75	0.2	1.7	1.9	2.2	0.5	0.5	0.3	1.7	15.4	0	0	-2.9	"Guard"	203503	180	"#7570B3"	"#ed174c"
"202"	"DET"	42	"Luke Kennard"	23	28	11	17	32.9	15.8	5.4	12.2	44.2	5.7	2.8	49.12	6.5	2.6	39.9	46.72	53.28	2.4	2.7	89.3	15.19	35.44	49.37	0.3	3.2	3.5	4.1	1.5	0.4	0.2	2.3	26.5	0	0	-0.8	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"203"	"DET"	251	"Jordan Bone"	22	10	3	7	5.3	1.2	0.5	2	25	1	0.3	30	1	0.2	20	50	50	0	0	0	0	50	50	0	0.4	0.4	0.8	0.2	0.1	0	0.6	3	0	0	0	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"204"	"DET"	55	"Christian Wood"	24	62	20	42	21.4	13.1	4.6	8.2	56.7	5.9	3.7	62.71	2.3	0.9	38.6	71.95	28.05	2.9	3.9	74.4	22.14	56.49	20.61	1.7	4.6	6.3	1	1.4	0.5	0.9	1.6	25	12	0	1.1	"Forward"	1626174	89	"#D95F02"	"#ed174c"
"205"	"DET"	175	"John Henson"	29	40	8	32	15	5.5	2.4	4.3	55.6	3.4	2.2	64.71	0.9	0.2	22.2	79.07	20.93	0.6	1.2	50	10.91	80	10.91	1.2	2.9	4.1	1.4	0.9	0.6	1.1	2	16.5	1	0	-0.5	"Forward"	NA	NA	"#D95F02"	"#ed174c"
"206"	"DET"	115	"Bruce Brown"	23	58	18	40	28.2	8.9	3.4	7.7	44.3	6	2.8	46.67	1.7	0.6	34.4	77.92	22.08	1.5	2.1	73.9	16.85	62.92	20.22	1.1	3.7	4.7	4	1.7	1.1	0.5	2.8	23.6	4	0	-2.4	"Forward"	1628971	161	"#D95F02"	"#ed174c"
"207"	"DET"	212	"Tim Frazier"	29	27	9	18	13.1	3.6	1.3	3.5	36.2	2.4	0.9	37.5	1.1	0.4	33.3	68.57	31.43	0.7	0.9	79.2	19.44	50	33.33	0.3	0.9	1.2	3.4	1.3	0.5	0.1	1.6	10.9	0	0	-2	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"208"	"DET"	110	"Svi Mykhailiuk"	22	56	17	39	22.6	9	3	7.2	41	2.1	0.9	42.86	5.1	2.1	40.4	29.17	70.83	1	1.3	81.4	11.11	20	70	0.3	1.6	1.9	1.9	1.1	0.7	0.1	1.6	15.4	0	0	-0.1	"Guard"	1629004	160	"#7570B3"	"#ed174c"
"209"	"DET"	111	"Bruce Brown"	23	58	18	40	28.2	8.9	3.4	7.7	44.3	6	2.8	46.67	1.7	0.6	34.4	77.92	22.08	1.5	2.1	73.9	16.85	62.92	20.22	1.1	3.7	4.7	4	1.7	1.1	0.5	2.8	23.6	4	0	-2.4	"Guard"	1628971	161	"#7570B3"	"#ed174c"
"210"	"DET"	74	"Jordan McRae"	28	37	12	25	21.2	11.5	4	9.9	40.7	6.5	2.8	43.08	3.4	1.2	35.7	65.66	34.34	2.2	2.9	76.1	19.13	48.7	31.3	0.5	2.9	3.4	2.5	1.2	0.6	0.4	2	21.1	0	0	-2	"Guard"	NA	NA	"#7570B3"	"#ed174c"
"211"	"GSW"	177	"Juan Toscano-Anderson"	26	13	3	10	20.9	5.3	2.2	4.8	46	3	1.6	53.33	1.8	0.6	34.8	62.5	37.5	0.2	0.4	60	3.77	60.38	33.96	0.7	3.3	4	2	1.2	1	0.4	2.3	16	0	0	-6.1	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"212"	"GSW"	237	"Zach Norvell Jr."	22	5	2	3	8.2	2	0.6	2.4	25	0.8	0	0	1.6	0.6	37.5	33.33	66.67	0.2	0.2	100	10	0	90	0	1.2	1.2	0.6	0.6	0.4	0	0.8	4.9	0	0	-5.4	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"213"	"GSW"	253	"Zach Norvell Jr."	22	5	2	3	8.2	2	0.6	2.4	25	0.8	0	0	1.6	0.6	37.5	33.33	66.67	0.2	0.2	100	10	0	90	0	1.2	1.2	0.6	0.6	0.4	0	0.8	4.9	0	0	-5.4	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"214"	"GSW"	112	"Jordan Poole"	20	57	12	45	22.3	8.8	2.9	8.8	33.3	4.2	1.6	38.1	4.6	1.3	27.9	47.73	52.27	1.7	2.1	79.8	19.32	36.36	44.32	0.2	1.9	2.1	2.4	1.3	0.6	0.2	1.6	15.9	0	0	-3.5	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"215"	"GSW"	14	"Andrew Wiggins"	25	54	15	39	34.4	21.8	8.1	18.1	44.7	11.9	6	50.42	6.2	2.1	33.2	65.75	34.25	3.5	5	70.9	16.06	55.05	28.9	1.2	3.9	5.1	3.7	2.4	0.8	1	2.4	36.3	4	1	-3.7	"Forward"	203952	20	"#D95F02"	"#fdb927"
"216"	"GSW"	107	"Marquese Chriss"	22	59	15	44	20.3	9.3	3.6	6.5	54.5	5.8	3.5	60.34	0.7	0.1	20.5	89.23	10.77	2	2.6	76.9	21.51	75.27	3.23	1.9	4.3	6.2	1.9	1.3	0.7	1.1	2.1	23.4	9	0	-3.8	"Forward"	1627737	156	"#D95F02"	"#fdb927"
"217"	"GSW"	124	"Draymond Green"	30	43	10	33	28.4	8	2.9	7.3	38.9	4.3	2.1	48.84	3	0.8	27.9	58.9	41.1	1.5	1.9	75.9	18.75	52.5	30	0.5	5.7	6.2	6.2	2.3	1.4	0.8	2.6	28.9	8	2	-4.5	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"218"	"GSW"	63	"Damion Lee"	27	49	12	37	29	12.7	4.3	10.4	41.7	5.5	2.6	47.27	4.9	1.7	35.6	52.88	47.12	2.2	2.6	87.3	17.32	40.94	40.16	0.7	4.2	4.9	2.7	1.4	1	0.1	2.4	24.7	3	0	-2.5	"Guard"	1627814	94	"#7570B3"	"#fdb927"
"219"	"GSW"	223	"Kevon Looney"	24	20	6	14	13.1	3.4	1.5	4	36.7	3.3	1.4	42.42	0.7	0.1	7.1	82.5	17.5	0.5	0.6	75	14.71	82.35	8.82	1.4	1.9	3.3	1	0.6	0.6	0.3	1.7	11	0	0	-5	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"220"	"GSW"	135	"Ky Bowman"	22	45	9	36	22.6	7.4	3	7.1	41.7	4.7	2.3	48.94	2.4	0.7	30.8	66.2	33.8	0.8	0.9	82.9	10.81	62.16	28.38	0.5	2.2	2.7	2.9	1.6	1	0.2	2.3	17.1	0	0	-3.9	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"221"	"GSW"	16	"Stephen Curry"	32	5	1	4	27.9	20.8	6.6	16.4	40.2	6.6	4.2	63.64	9.8	2.4	24.5	40.24	59.76	5.2	5.2	100	25	40.38	34.62	0.8	4.4	5.2	6.6	3.2	1	0.4	2.2	37.9	1	0	-9	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"222"	"GSW"	244	"Chasson Randle"	27	3	2	1	13.5	1.7	0	1.3	0	0.6	0	0	0.7	0	0	46.15	53.85	1.7	2	83.3	100	0	0	0	0.7	0.7	1.7	0	0.7	0	1	7	0	0	-1.3	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"223"	"GSW"	143	"Dragan Bender"	22	16	10	6	17.8	6.7	2.6	5.8	44.6	3.1	1.7	54.84	2.7	0.9	34.9	53.45	46.55	0.6	0.9	71.4	8.96	50.75	40.3	1	3.6	4.6	1.8	1.3	0.3	0.6	2.6	15.9	0	0	-0.3	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"224"	"GSW"	51	"Eric Paschall"	23	60	14	46	27.6	14	5.3	10.7	49.7	8.5	4.7	55.29	2.2	0.6	28.7	79.44	20.56	2.7	3.5	77.4	19.29	67.14	12.86	1.4	3.2	4.6	2.1	1.6	0.5	0.2	2.1	23.3	4	0	-6.3	"Forward"	1629672	83	"#D95F02"	"#fdb927"
"225"	"GSW"	78	"Mychal Mulder"	25	7	3	4	29.1	11	3.7	9.6	38.8	2.2	1.4	63.64	7.4	2.3	30.8	22.92	77.08	1.3	1.7	75	11.82	25.45	62.73	0.4	2.9	3.3	1.1	0.7	0.3	0.1	2.9	17.2	0	0	3.3	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"226"	"GSW"	205	"Alen Smailagic"	19	14	1	13	9.9	4.2	1.4	2.9	50	2	1.2	60	0.9	0.2	23.1	68.97	31.03	1.1	1.4	84.2	26.19	57.14	14.29	0.7	1.2	1.9	0.9	0.8	0.2	0.3	1	8.6	0	0	-0.6	"Forward"	NA	NA	"#D95F02"	"#fdb927"
"227"	"GSW"	121	"Jeremy Pargo"	34	3	0	3	14.8	8.3	3.7	7.3	50	5	2.7	54	2.3	1	42.9	68.49	31.51	0	0.3	0	0	65.06	36.14	0.3	0.7	1	2.7	1.3	0.3	0	2.7	13.2	0	0	0	"Guard"	NA	NA	"#7570B3"	"#fdb927"
"228"	"GSW"	59	"Damion Lee"	27	49	12	37	29	12.7	4.3	10.4	41.7	5.5	2.6	47.27	4.9	1.7	35.6	52.88	47.12	2.2	2.6	87.3	17.32	40.94	40.16	0.7	4.2	4.9	2.7	1.4	1	0.1	2.4	24.7	3	0	-2.5	"Forward"	1627814	94	"#D95F02"	"#fdb927"
"229"	"HOU"	1	"James Harden"	30	61	39	22	36.7	34.4	9.9	22.7	43.5	10.1	5.5	54.46	12.6	4.4	35.2	44.49	55.51	10.1	11.8	86.1	29.36	31.98	38.37	1	5.3	6.4	7.4	4.5	1.7	0.9	3.4	56.4	19	4	4.1	"Guard"	201935	1	"#7570B3"	"#ce1141"
"230"	"HOU"	190	"Isaiah Hartenstein"	21	23	16	7	11.6	4.7	1.9	2.9	65.7	2.7	1.9	70.37	0.2	0	0	93.1	6.9	0.8	1.2	67.9	17.02	80.85	0	1.3	2.7	3.9	0.8	0.7	0.4	0.5	1.8	12.6	2	0	1.7	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"231"	"HOU"	176	"Chris Clemons"	22	29	18	11	8.7	4.9	1.8	4.3	40.5	1.1	0.7	63.64	3.2	1.1	35.1	25.58	74.42	0.2	0.2	85.7	4.08	28.57	67.35	0.1	0.7	0.8	0.8	0.6	0.2	0.2	0.7	7.5	0	0	-1.5	"Guard"	NA	NA	"#7570B3"	"#ce1141"
"232"	"HOU"	287	"William Howard"	26	2	1	1	6.6	0	0	2	0	0	0	NA	2	0	0	0	100	0	0	0	NA	NA	NA	0	1	1	0.5	0.5	0	0	0.5	1.5	0	0	-8	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"233"	"HOU"	248	"Thabo Sefolosha"	35	41	27	14	10.6	2.2	0.9	2.2	40.7	0.9	0.5	55.56	1.3	0.4	27.8	40.91	59.09	0.1	0.2	37.5	4.55	45.45	54.55	0.5	1.8	2.3	0.6	0.4	0.6	0.3	1	8.1	0	0	0.9	"Forward"	NA	NA	"#D95F02"	"#ce1141"
"234"	"HOU"	118	"Austin Rivers"	27	60	39	21	23.4	8.5	3	7.2	42.1	3.3	1.6	48.48	3.9	1.4	35.8	45.83	54.17	1	1.5	66.7	11.76	37.65	49.41	0.4	2	2.4	1.6	0.6	0.7	0.2	1.9	15.7	0	0	2	"Guard"	203085	170	"#7570B3"	"#ce1141"
