"Player"	"TEAM"	"AGE"	"FGM"	"FGA"	"FG."	"FGM.1"	"FGA.1"	"FG..1"	"FGM.2"	"FGA.2"	"FG..2"	"FGM.3"	"FGA.3"	"FG..3"	"FGM.4"	"FGA.4"	"FG..4"	"FGM.5"	"FGA.5"	"FG..5"	"YEAR"
"587"	"Chris Paul"	"HOU"	34	0.8	1.5	52.9	0.4	1.2	38.8	1.2	2.5	47.9	0.5	1.1	50	0.6	1.8	32.4	1.5	4.2	36.9	"2018-19"
"588"	"Christian Wood"	"NOP"	23	2.2	3.2	68.3	0.2	0.8	25	0.2	0.3	60	0.1	0.3	20	0.2	0.6	30	0.4	0.9	38.9	"2018-19"
"589"	"Clint Capela"	"HOU"	25	6.7	9.7	69.1	0.4	1.2	34.6	0	0.1	0	0	0	0	0	0	0	0	0	0	"2018-19"
"590"	"Cody Zeller"	"CHA"	26	3	5	60.6	0.6	1.1	54.5	0.1	0.4	21.1	0	0	0	0	0.2	25	0.1	0.3	33.3	"2018-19"
"591"	"Collin Sexton"	"CLE"	20	2.5	4.7	51.8	0.4	1.2	35.1	0.6	1.6	38.8	0.9	2.4	38.9	0.8	2.1	40.2	1.1	2.6	40.3	"2018-19"
"592"	"Corey Brewer"	"SAC"	33	1.2	1.8	63.2	0	0.4	8.3	0	0.2	20	0	0.1	50	0.2	0.9	24.1	0.2	0.5	41.2	"2018-19"
"593"	"Cory Joseph"	"IND"	27	0.8	1.3	59.6	0.3	0.8	37.9	0.4	0.9	44.6	0.5	1.3	39.4	0.3	1	34.2	0.5	1.4	33	"2018-19"
"594"	"Courtney Lee"	"DAL"	33	0.4	0.7	54.5	0.1	0.3	55.6	0.2	0.5	42.9	0.3	0.8	45.8	0.5	1	45.7	0.1	0.7	12	"2018-19"
"595"	"Cristiano Felicio"	"CHI"	26	1.4	2.3	59.3	0.1	0.3	31.6	0.1	0.1	42.9	0.1	0.1	42.9	0	0.1	0	0	0.1	0	"2018-19"
"596"	"D'Angelo Russell"	"BKN"	23	1.8	3.3	53.1	1	2.2	44	1.4	2.8	50.7	1	2.3	44	1	2.5	39.6	2	5.7	35.7	"2018-19"
"597"	"D.J. Augustin"	"ORL"	31	1.6	2.7	58.7	0.2	0.7	34.5	0.2	0.6	35.6	0.2	0.4	48.6	0.7	1.4	48.7	1	2.5	40.2	"2018-19"
"598"	"D.J. Wilson"	"MIL"	23	0.8	1.5	53.4	0.1	0.4	38.9	0.2	0.4	38.9	0.1	0.3	25	0.5	1.3	38.3	0.5	1.4	36.2	"2018-19"
"599"	"DJ Stephens"	"MEM"	28	1	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2018-19"
"600"	"Dairis Bertans"	"NOP"	29	0	0	0	0	0.1	0	0	0	0	0	0.4	0	0.4	1.4	29.4	0.6	2.1	28	"2018-19"
"601"	"Damian Jones"	"GSW"	24	2	2.8	73.1	0.1	0.1	100	0	0	0	0.1	0.1	100	0	0.1	0	0	0	0	"2018-19"
"602"	"Damian Lillard"	"POR"	28	3.4	6.2	54.1	0.3	0.9	38.6	0.5	1.2	39.6	1	2	49.1	1	2.4	40	2.2	5.8	37.5	"2018-19"
"603"	"Damion Lee"	"GSW"	26	0.3	0.6	50	0.2	0.3	55.6	0.1	0.4	36.4	0.3	0.5	57.1	0.5	1.1	48.6	0.4	1.2	32.4	"2018-19"
"604"	"Damyean Dotson"	"NYK"	25	1	1.8	56.2	0.1	0.4	14.3	0.2	0.6	41.9	0.6	1.4	44	1.1	2.3	47.3	1	3.1	31.7	"2018-19"
"605"	"Daniel Hamilton"	"ATL"	23	0.7	1.3	52.2	0.1	0.4	14.3	0.1	0.3	25	0.1	0.1	50	0.3	0.9	31.3	0.2	0.4	42.9	"2018-19"
"606"	"Daniel Theis"	"BOS"	27	1.5	2.1	72.5	0.1	0.3	33.3	0.1	0.2	33.3	0.1	0.3	28.6	0.1	0.3	35	0.3	0.8	41.2	"2018-19"
"607"	"Danilo Gallinari"	"LAC"	30	2.1	3.6	57.1	0.3	0.7	45.8	0.5	1.1	45.9	0.5	1.4	34	0.9	2	42.3	1.8	4.1	43.7	"2018-19"
"608"	"Danny Green"	"TOR"	32	0.7	1.1	58.2	0.1	0.4	31.4	0.2	0.4	53.6	0.2	0.3	44.4	1.5	3.2	46.8	1.1	2.4	43.3	"2018-19"
"609"	"Dante Cunningham"	"SAS"	32	0.5	0.8	58.8	0.1	0.3	42.1	0.1	0.1	71.4	0	0.2	7.7	0.4	0.9	43.4	0.1	0.2	57.1	"2018-19"
"610"	"Dante Exum"	"UTA"	23	1.6	3.2	50.8	0.3	0.9	28.2	0.1	0.1	66.7	0	0	50	0.4	1	34.1	0.1	0.4	16.7	"2018-19"
"611"	"Danuel House Jr."	"HOU"	26	1.1	1.6	64.1	0.1	0.2	33.3	0	0.1	0	0	0	100	1	2.5	39.6	0.9	2.1	44.4	"2018-19"
"612"	"Dario Saric"	"MIN"	25	1.8	3	61	0.1	0.5	30	0	0.3	16	0.2	0.5	39	0.6	1.8	34.2	0.9	2.5	36.9	"2018-19"
"613"	"Darius Miller"	"NOP"	29	0.2	0.3	68.4	0.1	0.2	40	0.2	0.4	44.4	0.3	0.7	43.8	0.8	2.1	38.8	1.2	3.3	35.4	"2018-19"
"614"	"Darren Collison"	"IND"	31	1.4	2.4	56.8	0	0.3	13.6	0.3	0.6	52.3	0.9	2.1	42.9	0.9	1.8	50.4	0.5	1.4	37.7	"2018-19"
"615"	"Daryl Macon"	"DAL"	23	0.3	0.6	50	0	0.2	0	0.1	0.3	50	0	1	0	0.7	1.3	50	0.4	0.8	50	"2018-19"
"616"	"David Nwaba"	"CLE"	26	1.5	2.5	59.5	0.4	0.9	40.9	0.2	0.3	60	0	0	0	0.3	0.9	36.4	0.2	0.6	26.7	"2018-19"
"617"	"Davis Bertans"	"SAS"	26	0.4	0.5	70.7	0.1	0.3	29.2	0.1	0.3	47.8	0.1	0.3	50	0.5	1.1	47.6	1.4	3.4	42	"2018-19"
"618"	"Davon Reed"	"IND"	24	0.3	0.4	75	0	0	0	0	0.1	0	0	0.3	0	0	0.3	0	0.2	0.3	66.7	"2018-19"
"619"	"De'Aaron Fox"	"SAC"	21	3	5	60.9	0.8	2.3	35.1	0.6	1.4	40.4	0.7	1.6	42.5	0.5	1.6	29.2	0.7	1.8	39.9	"2018-19"
"620"	"De'Anthony Melton"	"PHX"	21	0.9	1.7	56.6	0.2	0.6	27.6	0.2	0.4	50	0.1	0.4	16.7	0.3	1	34	0.3	1.1	26.4	"2018-19"
"621"	"DeAndre Jordan"	"NYK"	30	4	5.9	67.7	0.1	0.4	34.5	0	0.1	16.7	0	0.1	0	0	0	0	0	0	0	"2018-19"
"622"	"DeAndre' Bembry"	"ATL"	24	2.4	4.1	58.2	0.2	0.8	27.4	0.1	0.4	33.3	0	0.1	25	0.2	1	22.4	0.4	1.1	35.2	"2018-19"
"623"	"DeMar DeRozan"	"SAS"	29	3.1	4.6	67.4	1.4	3.1	45.5	1.7	3.9	42.7	1.6	4.1	39.8	0.4	1.1	34.5	0	0.2	5.6	"2018-19"
"624"	"DeMarcus Cousins"	"GSW"	28	4	6.3	63.5	0.7	1.9	37.9	0.1	0.4	36.4	0.2	0.5	35.7	0.1	0.4	16.7	0.8	2.9	27.9	"2018-19"
"625"	"DeMarre Carroll"	"BKN"	32	1.3	2.2	56.7	0.2	0.7	31.3	0.2	0.6	31.6	0.1	0.2	25	0.8	2.3	34.4	0.9	2.5	34.3	"2018-19"
"626"	"DeVaughn Akoon-Purcell"	"DEN"	26	0.5	0.8	60	0	0	0	0	0	0	0	0.2	0	0	0.4	0	0	0.3	0	"2018-19"
"627"	"Deandre Ayton"	"PHX"	20	4.8	6.7	71.2	0.9	1.7	53.7	0.7	1.6	42	0.7	1.8	36.9	0.1	0.3	30.4	0	0	0	"2018-19"
"628"	"Delon Wright"	"MEM"	27	2.2	3.7	57.9	0.2	0.8	28.8	0.1	0.4	25	0.1	0.2	28.6	0.3	0.9	32.3	0.4	1.3	29.7	"2018-19"
"629"	"Demetrius Jackson"	"PHI"	24	0.5	0.8	60	0.2	0.2	100	0.2	0.4	50	0.2	0.2	100	0.2	0.3	50	0.2	0.7	25	"2018-19"
"630"	"Deng Adel"	"CLE"	22	0.1	0.4	28.6	0.1	0.1	100	0.1	0.1	50	0.1	0.2	33.3	0.1	0.3	33.3	0.2	0.9	23.5	"2018-19"
"631"	"Dennis Schroder"	"OKC"	25	2	4	49.8	0.6	1.5	42.4	0.7	1.8	41.4	0.8	1.8	41.7	0.6	1.8	31.5	1.1	2.9	36.7	"2018-19"
"632"	"Dennis Smith Jr."	"NYK"	21	2.9	5.2	56.4	0.2	0.8	29.5	0.2	0.7	25.7	0.5	1.1	49.1	0.6	1.8	31.6	0.8	2.7	30.8	"2018-19"
"633"	"Deonte Burton"	"OKC"	25	0.7	1.4	50	0	0.2	20	0.1	0.3	37.5	0.1	0.2	50	0.1	0.6	21.4	0.2	0.5	38.5	"2018-19"
"634"	"Derrick Favors"	"UTA"	27	3.9	5.4	71.7	0.3	0.7	38.5	0.2	0.5	42.1	0.2	0.5	44.4	0.2	1	19.5	0	0.1	33.3	"2018-19"
"635"	"Derrick Jones Jr."	"MIA"	22	2.1	3.4	61.6	0.1	0.3	15	0.1	0.1	42.9	0	0	50	0.4	1.2	33.3	0.1	0.3	22.2	"2018-19"
"636"	"Derrick Rose"	"MIN"	30	3	5.1	59.7	0.7	1.8	39.1	0.9	1.9	47.9	1.1	2.3	46.6	0.8	2	43	0.6	1.6	34.5	"2018-19"
"637"	"Derrick White"	"SAS"	24	1.6	2.7	58.9	0.6	1.2	49.4	0.4	0.9	42.6	0.5	0.9	56.5	0.4	1	37.5	0.4	1.4	30.5	"2018-19"
"638"	"Devin Booker"	"PHX"	22	3.3	5.4	60.9	0.9	1.7	51.4	1.6	3.1	50.7	1.1	2.3	47.3	0.7	1.9	37.3	1.6	4.9	33	"2018-19"
"639"	"Devin Harris"	"DAL"	36	0.8	1.4	55.3	0.1	0.4	37.5	0	0.1	28.6	0.1	0.2	33.3	0.5	1.2	38.6	0.5	1.7	27.8	"2018-19"
"640"	"Devin Robinson"	"WAS"	24	1.9	2.6	72.2	0.5	0.7	75	0.1	0.4	33.3	0.1	0.4	33.3	0.1	0.3	50	0	0.3	0	"2018-19"
"641"	"Devonte' Graham"	"CHA"	24	0.6	1.2	50	0	0.2	28.6	0.1	0.3	28.6	0.2	0.5	33.3	0.3	0.8	37.1	0.5	1.7	28.2	"2018-19"
"642"	"Dewayne Dedmon"	"ATL"	29	2.2	3.3	67.3	0.2	0.7	32.6	0.2	0.4	42.3	0.1	0.3	31.8	0.6	1.5	39.2	0.7	2	37	"2018-19"
"643"	"Deyonta Davis"	"ATL"	22	1.6	1.9	82.4	0	0.1	0	0	0	0	0.1	0.3	33.3	0	0.1	0	0	0	0	"2018-19"
"644"	"Dillon Brooks"	"MEM"	23	1.2	2.5	46.7	0.3	0.8	35.7	0.2	0.5	33.3	0.2	0.5	33.3	0.3	0.9	31.3	0.7	1.6	42.9	"2018-19"
"645"	"Dion Waiters"	"MIA"	27	1.5	2.9	51.6	0.1	0.2	57.1	0	0.3	7.7	0.3	0.7	41.9	1.3	3.2	40.3	1.3	3.5	37.2	"2018-19"
"646"	"Dirk Nowitzki"	"DAL"	41	0.1	0.1	66.7	0.1	0.4	27.3	0.5	0.9	52.2	0.5	1.4	37.1	0.5	1.6	32.5	0.9	2.9	32.9	"2018-19"
"647"	"Domantas Sabonis"	"IND"	23	4	5.7	69.6	0.7	1.5	48.7	0.2	0.7	32	0.5	1.1	42.7	0.1	0.3	33.3	0.1	0.2	53.8	"2018-19"
"648"	"Donatas Motiejunas"	"SAS"	28	0.3	0.7	50	0.3	0.7	50	0.3	0.3	100	0	0.3	0	0	0	0	0	0	0	"2018-19"
"649"	"Donovan Mitchell"	"UTA"	22	3.3	6.1	54.7	1	2.9	32.6	1.1	2.3	46.7	0.6	1.3	48.5	1	2.6	37.7	1.5	4.2	35.8	"2018-19"
"650"	"Donte DiVincenzo"	"MIL"	22	1	1.2	78.8	0	0.1	0	0	0.1	50	0	0.1	0	0.3	0.9	34.8	0.6	2.2	25	"2018-19"
"651"	"Donte Grantham"	"OKC"	24	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	"2018-19"
"652"	"Dorian Finney-Smith"	"DAL"	26	1.6	2.7	59.5	0.1	0.2	31.6	0	0.1	30	0.1	0.3	38.1	0.5	1.6	33.3	0.5	1.6	29.7	"2018-19"
"653"	"Doug McDermott"	"IND"	27	1.1	1.7	66.9	0.1	0.2	58.8	0.1	0.2	46.2	0.1	0.5	28.2	0.6	1.4	45.4	0.6	1.5	39.3	"2018-19"
"654"	"Dragan Bender"	"PHX"	21	1.3	1.8	74.7	0.1	0.2	40	0	0	0	0	0	0	0.2	1.1	22.4	0.2	1.1	21.2	"2018-19"
"655"	"Draymond Green"	"GSW"	29	1.7	2.6	65.7	0.2	0.6	33.3	0.1	0.4	36	0.1	0.3	33.3	0.2	0.7	33.3	0.5	1.9	27.2	"2018-19"
"656"	"Drew Eubanks"	"SAS"	22	0.2	0.6	41.7	0.5	0.7	71.4	0	0	0	0	0	0	0	0	0	0	0	0	"2018-19"
"657"	"Duncan Robinson"	"MIA"	25	0.5	0.5	85.7	0	0	0	0	0	0	0.1	0.2	33.3	0.4	1.3	33.3	0.4	1.4	27.8	"2018-19"
"658"	"Dusty Hannahs"	"MEM"	25	1.5	2.5	60	0	0.5	0	0	0.5	0	0	0	0	0	1	0	0	1.5	0	"2018-19"
"659"	"Dwayne Bacon"	"CHA"	23	1.5	2.2	67	0.2	0.7	24.1	0.3	0.7	35.7	0.1	0.5	26.3	0.4	0.9	43.2	0.5	1.2	45.1	"2018-19"
"660"	"Dwight Howard"	"WAS"	33	4.1	5.7	72.5	0.2	0.8	28.6	0	0.3	0	0.3	0.8	42.9	0.1	0.1	100	0	0	0	"2018-19"
"661"	"Dwight Powell"	"DAL"	27	3.1	4.1	75.5	0.1	0.3	39.1	0	0.1	20	0	0.1	0	0.2	0.6	37	0.3	1.1	26.4	"2018-19"
"662"	"Dwyane Wade"	"MIA"	37	2.4	4	60.7	0.6	1.5	41.1	0.8	2.2	39.4	0.6	1.7	33.6	0.7	1.9	37.7	0.6	1.9	28.8	"2018-19"
"663"	"Dzanan Musa"	"BKN"	20	0.6	0.7	83.3	0.3	0.4	66.7	0	0.1	0	0.1	0.3	50	0	0.6	0	0.1	0.8	16.7	"2018-19"
"664"	"E'Twaun Moore"	"NOP"	30	1.7	2.8	61	0.9	1.9	46.1	0.5	1.1	46.6	0.3	0.6	46.9	0.8	2.1	37.8	0.7	1.5	43.9	"2018-19"
"665"	"Ed Davis"	"BKN"	30	2.2	3.5	64.3	0.1	0.2	33.3	0	0	0	0	0	0	0	0	0	0	0	0	"2018-19"
"666"	"Edmond Sumner"	"IND"	23	0.5	1.2	40.7	0.1	0.2	33.3	0.1	0.1	50	0.1	0.2	50	0.2	0.6	27.3	0.1	0.7	18.8	"2018-19"
"667"	"Ekpe Udoh"	"UTA"	32	0.8	1	76.5	0.2	0.3	60	0	0.1	50	0	0.1	0	0	0	0	0	0	0	"2018-19"
"668"	"Elfrid Payton"	"NOP"	25	2.5	5	50.5	0.8	2	39	0.1	0.2	50	0.1	0.1	60	0.2	0.5	30.4	0.6	1.9	32.9	"2018-19"
"669"	"Elie Okobo"	"PHX"	21	0.9	1.6	58.1	0.1	0.4	30	0.2	0.6	41.4	0.1	0.5	30.4	0.3	0.7	40	0.5	1.8	26.3	"2018-19"
"670"	"Emanuel Terry"	"MIA"	22	1.3	2.3	57.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2018-19"
"671"	"Emmanuel Mudiay"	"NYK"	23	2.3	4.4	51.5	0.5	1.1	42.9	0.9	1.8	50.9	0.7	1.5	48.3	0.4	1.4	29.8	0.8	2.3	35.1	"2018-19"
"672"	"Enes Kanter"	"POR"	27	4.7	7.4	63.7	0.4	1.3	31.1	0.1	0.5	29	0.1	0.4	36	0	0.2	18.2	0.1	0.4	33.3	"2018-19"
"673"	"Eric Bledsoe"	"MIL"	29	3.7	5.6	66.4	0.2	0.7	29.3	0.3	0.7	43.1	0.2	0.5	40.5	0.3	1.3	26.7	1.3	3.6	34.8	"2018-19"
"674"	"Eric Gordon"	"HOU"	30	2.1	3.6	59	0.2	1	20.6	0.1	0.2	43.8	0	0.1	28.6	0.8	2.1	38.3	2.3	6.5	35.7	"2018-19"
"675"	"Eric Moreland"	"TOR"	27	0.4	1	40	0	0.3	0	0	0	0	0	0	0	0	0	0	0.2	0.2	100	"2018-19"
"676"	"Ersan Ilyasova"	"MIL"	32	1.3	2.3	59.2	0.1	0.4	14.8	0.1	0.3	41.2	0.1	0.2	31.3	0.3	1	35.9	0.6	1.5	36.9	"2018-19"
"677"	"Evan Fournier"	"ORL"	26	2.1	3.6	59.4	0.5	1	44	0.5	1.2	41.7	0.5	1.1	50.6	1	2.5	39.1	1.2	3.7	31	"2018-19"
"678"	"Evan Turner"	"POR"	30	1.3	2.2	60.8	0.3	0.9	33.8	0.6	1.3	44.6	0.4	0.9	49.2	0.1	0.6	24.4	0	0.3	10.5	"2018-19"
"679"	"Frank Jackson"	"NOP"	21	1.7	2.8	62	0.3	0.9	34.6	0.2	0.5	41.9	0.1	0.5	26.9	0.5	1.6	28.6	0.4	1.2	34.2	"2018-19"
"680"	"Frank Kaminsky"	"CHA"	26	1.4	2.1	65.3	0.5	0.9	51.2	0.1	0.3	25	0	0.1	0	0.2	0.8	25	0.9	2.3	38.7	"2018-19"
"681"	"Frank Mason"	"SAC"	25	0.9	1.5	62.5	0.2	0.4	46.2	0.2	0.5	43.8	0.2	0.4	50	0.2	0.6	33.3	0.3	1.4	20.4	"2018-19"
"682"	"Frank Ntilikina"	"NYK"	20	0.5	1.2	46	0.2	0.6	30.8	0.3	1.1	32.6	0.3	0.7	41.4	0.4	1.5	27.9	0.5	1.6	29.9	"2018-19"
"683"	"Fred VanVleet"	"TOR"	25	1.4	2.8	48.9	0.1	0.3	33.3	0.1	0.4	33.3	0.4	0.8	51	0.7	2	37	1.1	2.9	36.4	"2018-19"
"684"	"Furkan Korkmaz"	"PHI"	21	0.7	1.1	66.7	0.1	0.3	40	0.2	0.5	35	0.1	0.3	25	0.4	0.8	43.2	0.7	2.2	30.8	"2018-19"
"685"	"Garrett Temple"	"LAC"	33	1.1	1.7	65.6	0.1	0.3	30.8	0.1	0.3	41.7	0.2	0.5	39	0.7	2.1	33.1	0.5	1.6	32.8	"2018-19"
"686"	"Gary Clark"	"HOU"	24	0.2	0.2	80	0	0	50	0	0	0	0	0	0	0.2	1.1	21.8	0.6	1.6	35.4	"2018-19"
"687"	"Gary Harris"	"DEN"	24	2.2	4	54.8	0.4	1	39	0.4	0.9	46	0.1	0.5	22.6	0.9	2.6	35.4	0.7	2.1	33.3	"2018-19"
"688"	"Gary Payton II"	"WAS"	26	2	3	66.7	0	0	0	0	0	0	0	0	0	0.5	1	50	0	0	0	"2018-19"
"689"	"Gary Trent Jr."	"POR"	20	0.2	0.5	42.9	0	0.3	0	0.1	0.4	40	0.3	0.8	42.9	0.3	0.9	35.7	0.2	1	23.1	"2018-19"
"690"	"George Hill"	"MIL"	33	1.3	2.2	59.8	0.1	0.2	46.2	0.3	0.6	44.1	0.3	0.6	51.5	0.4	1	37.7	0.5	1.7	30	"2018-19"
"691"	"George King"	"PHX"	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2018-19"
"692"	"Georges Niang"	"UTA"	26	0.4	0.7	53.5	0.3	0.4	73.7	0.1	0.2	54.5	0	0	0	0.5	1.3	42.3	0.2	0.6	38.2	"2018-19"
"693"	"Gerald Green"	"HOU"	33	0.7	1	69.4	0.1	0.3	47.6	0.1	0.3	23.8	0.1	0.2	44.4	1.2	2.7	42.9	1	3.4	29.8	"2018-19"
"694"	"Giannis Antetokounmpo"	"MIL"	24	8.1	11.2	72.6	0.4	1.4	30.7	0.3	0.8	41.8	0.4	1	40	0.2	0.6	26.8	0.6	2.4	25.7	"2018-19"
"695"	"Glenn Robinson III"	"DET"	25	0.7	1.2	58.2	0.2	0.5	42.9	0.1	0.4	17.6	0.2	0.4	50	0.3	1	34.9	0.2	0.5	30.4	"2018-19"
"696"	"Goran Dragic"	"MIA"	33	2.2	4.1	54.4	0.3	1	34.3	0.6	1.5	37	0.3	0.7	34.6	0.6	1.8	34.9	1	3	33.3	"2018-19"
"697"	"Gordon Hayward"	"BOS"	29	1.5	2.5	62.1	0.4	0.8	56.4	0.5	1	47.1	0.4	1	40.8	0.7	1.9	35.5	0.6	1.7	35.5	"2018-19"
"698"	"Gorgui Dieng"	"MIN"	29	1	1.5	67.3	0.2	0.4	41.9	0.3	0.7	43.1	0.5	1.1	48.8	0.5	1.2	41.3	0	0.1	14.3	"2018-19"
"699"	"Grayson Allen"	"UTA"	23	0.5	1.1	47.5	0.2	0.4	46.2	0.1	0.4	30.8	0.2	0.3	60	0.5	1.4	37.3	0.4	1.4	26.5	"2018-19"
"700"	"Greg Monroe"	"PHI"	29	1.8	3.3	53.5	0.3	0.7	42.3	0.1	0.3	36.4	0	0.1	0	0	0	0	0	0.1	25	"2018-19"
"701"	"Guerschon Yabusele"	"BOS"	23	0.5	0.9	60	0.1	0.3	33.3	0	0	0	0.1	0.1	66.7	0	0.3	11.1	0.2	0.5	40	"2018-19"
"702"	"Hamidou Diallo"	"OKC"	20	1.3	2.3	54.8	0.1	0.3	25	0	0.2	28.6	0	0.1	33.3	0.1	0.5	22.7	0	0.1	0	"2018-19"
"703"	"Harrison Barnes"	"SAC"	27	2.1	3.7	58	0.6	1.8	32.6	0.3	1.1	30.6	0.3	0.9	29.6	1	2.5	41.2	1.2	3.2	37.6	"2018-19"
"704"	"Harry Giles III"	"SAC"	21	1.9	3	62.2	0.6	1.4	43.6	0.3	0.8	40.4	0.2	0.6	33.3	0.1	0.2	25	0	0	0	"2018-19"
"705"	"Hassan Whiteside"	"MIA"	30	4.3	6.4	67.5	0.7	1.8	37.5	0.2	0.6	27.9	0.1	0.3	40	0.1	0.2	33.3	0	0.1	14.3	"2018-19"
"706"	"Haywood Highsmith"	"PHI"	22	0.2	0.6	33.3	0.2	0.2	100	0.2	0.2	100	0	0	0	0	0.4	0	0.2	0.6	33.3	"2018-19"
"707"	"Henry Ellenson"	"NYK"	22	0.8	1.6	51.6	0.1	0.7	7.7	0.2	0.4	42.9	0.1	0.3	40	0.4	1.1	36.8	0.5	1.1	50	"2018-19"
"708"	"Ian Clark"	"NOP"	28	0.6	1	54.8	0.4	0.9	40.7	0.3	0.4	57.7	0.1	0.3	42.1	0.6	1.6	34	0.7	2.2	30.7	"2018-19"
"709"	"Ian Mahinmi"	"WAS"	32	1	1.8	54.8	0.3	0.7	43.5	0	0.1	0	0	0	0	0.1	0.3	20	0	0.2	16.7	"2018-19"
"710"	"Ike Anigbogu"	"IND"	20	0	0.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"2018-19"
"711"	"Iman Shumpert"	"HOU"	29	0.6	1	60	0	0.1	16.7	0.1	0.3	26.3	0.3	1	33.9	1	2.5	37.8	0.7	2.3	31.7	"2018-19"
"712"	"Isaac Bonga"	"LAL"	19	0.2	0.8	26.7	0.1	0.3	25	0	0.2	0	0	0.1	0	0	0.3	0	0	0.3	0	"2018-19"
"713"	"Isaac Humphries"	"ATL"	21	0.6	1.6	37.5	0	0	0	0	0.3	0	0	0.3	0	0.6	1.4	42.9	0	0.8	0	"2018-19"
"714"	"Isaiah Briscoe"	"ORL"	23	0.8	1.4	60.4	0.1	0.2	25	0	0.2	0	0.2	0.6	36.4	0.2	0.8	21.9	0.2	0.4	37.5	"2018-19"
"715"	"Isaiah Canaan"	"MIL"	28	0.7	1.5	44.4	0	0.2	16.7	0.1	0.2	42.9	0.1	0.2	80	0.5	1.4	37.5	0.7	2	35.6	"2018-19"
"716"	"Isaiah Hartenstein"	"HOU"	21	0.7	1.3	56.3	0	0.1	0	0	0	0	0	0	0	0	0.1	50	0	0.1	25	"2018-19"
"717"	"Isaiah Hicks"	"NYK"	24	0.7	1.3	50	0	0.3	0	0.3	0.7	50	0.3	0.3	100	0	0	0	0	0	0	"2018-19"
"718"	"Isaiah Thomas"	"DEN"	30	1	2.1	48	0.4	1.3	31.3	0.3	1	25	0.2	0.3	66.7	0.3	1.7	20	0.7	1.9	34.8	"2018-19"
"719"	"Ish Smith"	"DET"	30	1.5	2.6	57.4	0.4	1.2	30.8	0.3	0.8	38.6	0.6	1.5	42.2	0.4	1	35.1	0.5	1.5	32.9	"2018-19"
"720"	"Ivan Rabb"	"MEM"	22	1.6	2.4	66.4	0.4	0.7	62.5	0.1	0.3	40	0.2	0.6	29.6	0	0.3	15.4	0.1	0.2	33.3	"2018-19"
"721"	"Ivica Zubac"	"LAC"	22	3.2	5.2	60.5	0.3	0.8	37.5	0.1	0.2	50	0	0.2	16.7	0	0	0	0	0	0	"2018-19"
"722"	"J.J. Barea"	"DAL"	35	1.6	2.8	57.1	0.5	1.6	33.9	0.5	1.2	43.5	0.4	1	43.6	0.5	1.2	41.3	0.7	2.3	28.4	"2018-19"
"723"	"J.P. Macura"	"CHA"	24	1.5	2	75	0	0.5	0	0	0	0	0	0	0	0	1	0	0	0.5	0	"2018-19"
"724"	"JJ Redick"	"PHI"	35	0.8	1.4	58.9	0.1	0.3	27.3	0.2	0.5	47.4	0.9	1.7	51.5	1.7	3.8	44.1	2.2	5.8	38.6	"2018-19"
"725"	"JR Smith"	"CLE"	33	0.2	0.4	50	0.2	0.4	50	0.3	0.8	33.3	0.6	1.5	41.2	0.5	1.5	31.3	0.8	2.7	29.6	"2018-19"
"726"	"JaKarr Sampson"	"CHI"	26	3	6	50	1.5	1.8	85.7	0.8	1	75	0.3	0.5	50	0.5	2.3	22.2	1.3	2	62.5	"2018-19"
"727"	"JaMychal Green"	"LAC"	29	1.8	3	61.1	0.2	0.5	28.6	0.2	0.3	45.5	0.2	0.5	48.4	0.6	1.4	41.9	0.6	1.6	37.3	"2018-19"
"728"	"JaVale McGee"	"LAL"	31	4.5	6.3	71.4	0.5	1.3	38	0.2	0.5	37.1	0.1	0.2	41.2	0	0.1	25	0	0.1	12.5	"2018-19"
"729"	"Jabari Parker"	"WAS"	24	3.4	5.1	66.1	0.4	0.9	47.4	0.3	0.8	38.5	0.5	1.3	41.7	0.7	1.8	37.1	0.4	1.7	25.5	"2018-19"
"730"	"Jacob Evans"	"GSW"	22	0.2	0.5	33.3	0	0.1	50	0.1	0.2	60	0.2	0.5	30.8	0.2	0.5	33.3	0.1	0.3	25	"2018-19"
"731"	"Jae Crowder"	"UTA"	28	1.4	2.3	59.4	0.1	0.3	40	0	0.2	12.5	0.1	0.1	54.5	1.4	4	35.5	1	2.9	32.9	"2018-19"
"732"	"Jahlil Okafor"	"NOP"	23	2.7	4.1	66.4	0.7	1.6	44.9	0.3	0.6	46.7	0.1	0.1	50	0	0	0	0	0.1	33.3	"2018-19"
"733"	"Jake Layman"	"POR"	25	1.8	2.5	72.6	0.1	0.3	42.9	0.1	0.2	50	0.1	0.3	40	0.4	1.5	26.9	0.5	1.2	39.8	"2018-19"
"734"	"Jakob Poeltl"	"SAS"	23	2.1	3.1	68.5	0.2	0.5	45	0.1	0.1	50	0	0.1	50	0	0	100	0	0	0	"2018-19"
"735"	"Jalen Brunson"	"DAL"	22	1.4	2.2	64	0.6	1.3	45.6	0.5	1.1	46.7	0.3	0.8	39.6	0.5	1.4	33	0.4	1.2	36.9	"2018-19"
